ID,sentences,label
2338,"They housed the operating rooms, laboratory, X-ray, and pharmacy.",thing
2339,The college has maintained its original commitment to a liberal arts education.,idea
2340,Kerr is based on independent learning.,idea
2341,"His great-grandfather was Colonel John Erskine of Carnock, near Dunfermline.",person
2342,The Museum also hosts a number of admission-free days and evenings.,place
2343,"Industry: Wood, potato, machinery.",thing
2344,They are distinguished by the form of Judaism which they observe.,idea
2345,It was here that he began to examine metabolic diseases like diabetes mellitus.,idea
2346,On her first whaling voyage she sailed to Walvis Bay.,place
2347,Inter Process Communication in Thoth is primarily accomplished by means of synchronous message passing.,idea
2348,He began playing harmonica at an early age with his brother Tom on guitar.,person
2349,Its roots are used in ayurveda Indian medicine.,thing
2350,No team has ever managed such feat.,idea
2351,"Oh, where are you going?",idea
2352,Attention tends to be either visual or auditory.,idea
2353,The millennium edition of the album contains multiple remixes and the lyrics.,thing
2354,"Bank Clothiers has its headquarters in an unincorporated area in the county, near Hampstead.",place
2355,They disagreed with king's plans and as a result were arrested and imprisoned.,idea
2356,Expedition documentation and archaeological evidence of the fort and Native American culture both exist.,idea
2357,"This time it was accepted, so he was forced to leave the continental army.",person
2358,"The village sits on the River Moyola and was originally called ""Dawson's Bridge"".",place
2359,Digital Recording Compact Disc.,thing
2360,He also lettered in basketball and track.,person
2361,Several organizations simply opened their membership both men and women.,idea
2362,The Duchess was developed by Beechcraft from the single-engined Beechcraft Musketeer.,thing
2363,Other changes were only changes in some of the indigenous languages.,idea
2364,"The album also contained the band's first single, ""Robot"", despite only being available digitally.",thing
2365,Camp Phoenix expanded over the decades to serve both boys and girls.,place
2366,With the California gold rush he sailed to San Francisco.,place
2367,The platforms are short: only about each.,thing
2368,"There have been five Bronze Age burial mounds, or cairns, recorded on Friars Point.",place
2369,The grocer sued under the Free Exercise Clause of the United States Constitution.,idea
2370,"This game features entertaining game play, bonus rounds on a multi-level progressive jackpots platform.",thing
2371,Early cynodonts have many of the skeletal characteristics of mammals.,idea
2372,The parish hall is also used for polling stations.,place
2373,"Later, after the invention of the thermometer, the property temperature could be quantified.",idea
2374,Papua New Guinea owns the mining rights to these minerals under international law.,place
2375,"Therefore, it does not prejudice in any way the principle of separation of powers.",idea
2376,Smith was working on his graduate degree in Economics at Missouri upon being drafted.,person
2377,She was artistic director until her death.,person
2378,Most lost luggage is quickly sent by the airline to the correct destination.,thing
2379,Tarkovsky is mainly known as a film director.,person
2380,A standard example of absurdity is found in dealing with arithmetic.,idea
2381,Some people confuse the honeymoon period as being love.,idea
2382,"Marthe, then, was following.",person
2383,Yes; what was he like?,person
2384,"""I know, monsieur, that Helene is not my friend,"" she said.",person
2385,How amounts of payment are determined also varies from country to country.,idea
2386,Agaja also undertook significant administrative reforms to govern the newly conquered areas.,idea
2387,The attendant gives out toilet paper and sometimes a paper towel.,thing
2388,The Nolan family lived in Bexhill-on-Sea.,place
2389,In this story King Randor announces that Keldor disappeared years ago.,person
2390,"Formally, passports were not necessary for traveling per se in late Soviet Union.",idea
2391,On an escutcheon of pretence is borne the shield of the United States.,thing
2392,Scout groups meet in local schools or in the outdoors in villages.,place
2393,The district has its headquarters in an unincorporated area near Suwanee.,place
2394,College Springs is served by the South Page Community Schools.,place
2395,"Thousands died, and many more fled the area to other states.",place
2396,Badminton is my favorite type of racket sports.,idea
2397,"To everyone's surprise, at this meeting he failed to raise any new concerns.",idea
2398,He is widely considered one of the greatest pianists of the twentieth century.,person
2399,"He directed a student production of ""The Merchant of Venice"".",person
2400,He graduated from Friends' Central School in Philadelphia and Brown University in Providence.,place
2401,The river proceeds to the village Kassa.,place
2402,A small portion of the northeast is drained by tributaries of the Escanaba River.,place
2403,He was the oldest of four children born to Plumie and Rethie Rudolph.,person
2404,There may be some faint streaking on the breast and flanks.,thing
2405,"In addition, David learned accordion, fiddle, organ, and piano.",person
2406,His skin is so pale as to have almost no pigment.,thing
2407,The seats were positioned side-by-side.,thing
2408,A financial institution must maintain a Monetary Instrument Log for five years.,idea
2409,His two other goals came in losing matches against Aduana Stars and Berekum Chelsea.,place
2410,No away goal rule applies.,idea
2411,The film is set to star Michelle Williams.,person
2412,She is from Uzhgorod.,place
2413,He started his academic career in philosophy and psychology.,idea
2414,He was knocked unconscious by the heavy impact.,thing
2415,Mass transfer finds extensive application in chemical engineering problems.,idea
2416,"The mid-year, pre-season and rookie drafts, however have never been televised.",thing
2417,The cover was by Lloyd Robinson.,person
2418,"He was born in Panama City, Panama.",place
2419,The county seat and largest city is Thetford Mines.,place
2420,Shannonbridge was fortified by the British in the Napoleonic era.,place
2421,"His life was, however, marred with serious obstacles.",idea
2422,There are very few parties that operate on a national level in Belgium.,idea
2423,It was also possible to use cassette tape floppies.,thing
2424,"Later, steam ferries operated a circular route around Lymington, Yarmouth, Cowes, Ryde and Portsmouth.",place
2425,"Joy is usually expressed as a smile, a laughter or exclamation of joy.",idea
2426,See also Sefton Delmer.,person
2427,The second and third seasons have yet to be released.,thing
2428,The town was formerly served by the Somain-Halluin Railway.,place
2429,There are variant spellings including Stevenson.,idea
2430,It was met with extreme reactions.,idea
2431,Many older attractions and equipment were auctioned off.,thing
2432,"For Jones, 'evolution is the grammar of biology'.",idea
2433,Particle does not exert a force on itself.,idea
2434,Residents are also governed at the county level.,idea
2435,Tower on Teheranno in the Gangnam district of Seoul.,place
